user_id,First_tran_date,Location,Age,Gender
945193,2016-01-01,Other Cities,33_to_37,FEMALE
33658530,2016-01-01,HCMC,>37,FEMALE
32703524,2016-01-01,Other Cities,28_to_32,MALE
5609637,2016-01-01,Other Cities,23_to_27,FEMALE
32949672,2016-01-01,HCMC,>37,FEMALE
26898258,2016-01-01,Other Cities,>37,MALE
33918446,2016-01-01,Other Cities,23_to_27,MALE
11362076,2016-01-01,Other Cities,33_to_37,MALE
33648392,2016-01-02,HCMC,33_to_37,MALE
33237352,2016-01-02,HN,33_to_37,MALE
34197969,2016-01-03,Other Cities,33_to_37,MALE
26104670,2016-01-03,HCMC,28_to_32,MALE
33509733,2016-01-03,HCMC,28_to_32,MALE
21782975,2016-01-04,Other Cities,unknown,MALE
34007446,2016-01-04,Other Cities,28_to_32,MALE
32832970,2016-01-05,Other Cities,33_to_37,MALE
34006698,2016-01-05,HCMC,28_to_32,MALE
32217249,2016-01-05,Other Cities,28_to_32,FEMALE
30522416,2016-01-07,Other Cities,28_to_32,FEMALE
33974589,2016-01-09,HCMC,>37,MALE
26261833,2016-01-10,HCMC,>37,FEMALE
14295890,2016-01-11,HCMC,28_to_32,MALE
21544473,2016-01-11,Other Cities,unknown,MALE
26845132,2016-01-11,HCMC,28_to_32,FEMALE
2663596,2016-01-12,Other Cities,33_to_37,FEMALE
34259712,2016-01-15,HN,28_to_32,MALE
32633551,2016-01-16,HCMC,33_to_37,MALE
27213122,2016-01-17,HCMC,33_to_37,MALE
21859704,2016-01-19,HN,>37,FEMALE
30044403,2016-01-20,Other Cities,33_to_37,MALE
34104156,2016-01-28,Other Cities,28_to_32,MALE
27163182,2016-02-01,Other Cities,23_to_27,FEMALE
32141657,2016-02-01,HCMC,28_to_32,FEMALE
35000749,2016-02-08,Other Cities,28_to_32,MALE
34997387,2016-02-08,Other Cities,23_to_27,MALE
35005029,2016-02-08,HCMC,23_to_27,FEMALE
35011313,2016-02-08,HCMC,23_to_27,MALE
5815125,2016-02-08,HCMC,33_to_37,FEMALE
35014162,2016-02-08,HCMC,23_to_27,MALE
17242722,2016-02-08,HCMC,28_to_32,FEMALE
35005018,2016-02-08,Other Cities,23_to_27,MALE
35001628,2016-02-08,Other Cities,33_to_37,FEMALE
33127090,2016-02-08,HN,28_to_32,FEMALE
390019,2016-02-09,HCMC,>37,FEMALE
13491562,2016-02-09,HCMC,>37,MALE
35031382,2016-02-09,HCMC,28_to_32,MALE
35039551,2016-02-10,Other Cities,23_to_27,MALE
32183758,2016-02-11,HCMC,23_to_27,FEMALE
7449319,2016-02-13,HCMC,>37,MALE
6410078,2016-02-13,HCMC,28_to_32,FEMALE
35056916,2016-02-14,Other Cities,28_to_32,MALE
1638572,2016-02-14,HCMC,33_to_37,FEMALE
29011934,2016-02-14,HCMC,33_to_37,MALE
274427,2016-02-14,Other Cities,28_to_32,MALE
18474376,2016-02-14,HCMC,28_to_32,MALE
34997381,2016-02-14,HCMC,23_to_27,MALE
17127715,2016-02-15,HCMC,unknown,MALE
34481675,2016-02-16,HCMC,33_to_37,MALE
25701401,2016-02-21,Other Cities,28_to_32,MALE
35111466,2016-02-27,HCMC,>37,FEMALE
34216647,2016-02-28,Other Cities,33_to_37,FEMALE
35105306,2016-02-28,HCMC,>37,MALE
35021151,2016-03-02,HCMC,28_to_32,FEMALE
32839633,2016-03-06,Other Cities,28_to_32,MALE
35166017,2016-03-16,HCMC,28_to_32,FEMALE
14357946,2016-03-24,HCMC,28_to_32,MALE
35164635,2016-03-25,HCMC,23_to_27,MALE
25655232,2016-03-29,Other Cities,28_to_32,MALE
35198846,2016-03-31,HN,unknown,MALE
24488978,2016-04-21,Other Cities,unknown,MALE
29188883,2016-04-26,HCMC,>37,FEMALE
35317577,2016-04-30,Other Cities,28_to_32,MALE
5224747,2016-05-20,Other Cities,28_to_32,MALE
726168,2016-05-20,HCMC,33_to_37,MALE
34189741,2016-05-27,Other Cities,33_to_37,FEMALE
35472671,2016-06-04,HCMC,23_to_27,MALE
13774106,2016-06-07,HCMC,23_to_27,MALE
33713578,2016-06-07,Other Cities,33_to_37,MALE
35473692,2016-06-08,HN,23_to_27,MALE
34416905,2016-06-10,Other Cities,18_to_22,MALE
35509200,2016-06-10,Other Cities,33_to_37,MALE
33941085,2016-06-10,Other Cities,23_to_27,MALE
449447,2016-06-12,HCMC,28_to_32,MALE
35510174,2016-06-12,Other Cities,23_to_27,MALE
28228939,2016-06-16,Other Cities,28_to_32,MALE
35539517,2016-06-17,HCMC,33_to_37,MALE
35577527,2016-06-20,HCMC,28_to_32,MALE
33721333,2016-06-22,Other Cities,28_to_32,MALE
35598085,2016-06-25,HCMC,33_to_37,MALE
35606389,2016-06-27,HCMC,28_to_32,FEMALE
35363481,2016-06-30,HCMC,>37,FEMALE
35527687,2016-07-04,HCMC,>37,MALE
29862147,2016-07-05,HCMC,28_to_32,FEMALE
35520127,2016-07-06,HCMC,23_to_27,FEMALE
35674045,2016-07-09,HCMC,33_to_37,MALE
4267519,2016-07-09,Other Cities,>37,MALE
35675830,2016-07-09,Other Cities,23_to_27,FEMALE
35690620,2016-07-13,HCMC,23_to_27,FEMALE
14077294,2016-07-15,HCMC,>37,MALE
35650752,2016-07-15,Other Cities,unknown,MALE
35725821,2016-07-19,Other Cities,>37,FEMALE
35505287,2016-07-20,Other Cities,23_to_27,FEMALE
35755339,2016-07-25,HN,unknown,FEMALE
35763890,2016-07-26,HCMC,23_to_27,FEMALE
35788159,2016-07-27,HN,28_to_32,MALE
35781878,2016-07-27,Other Cities,33_to_37,FEMALE
32175758,2016-07-27,HN,28_to_32,FEMALE
34069569,2016-07-27,Other Cities,33_to_37,FEMALE
33861540,2016-07-27,Other Cities,33_to_37,MALE
26785484,2016-07-27,HCMC,28_to_32,MALE
23840277,2016-07-28,Other Cities,unknown,FEMALE
35796308,2016-07-28,Other Cities,28_to_32,FEMALE
35309435,2016-07-28,HCMC,28_to_32,MALE
35772529,2016-07-28,HN,28_to_32,FEMALE
35800365,2016-07-28,Other Cities,33_to_37,MALE
35805409,2016-07-29,HCMC,23_to_27,MALE
2506375,2016-07-29,HCMC,28_to_32,MALE
29155265,2016-07-29,HCMC,>37,FEMALE
35804784,2016-07-29,Other Cities,unknown,MALE
35801306,2016-07-29,Other Cities,23_to_27,FEMALE
35315829,2016-07-29,Other Cities,33_to_37,FEMALE
14343636,2016-07-30,Other Cities,28_to_32,FEMALE
35823536,2016-07-30,Other Cities,28_to_32,MALE
35819911,2016-07-30,Other Cities,28_to_32,FEMALE
156886,2016-07-30,HCMC,33_to_37,MALE
35790006,2016-07-31,HN,28_to_32,MALE
24328790,2016-07-31,HCMC,>37,FEMALE
35783205,2016-07-31,Other Cities,23_to_27,MALE
33917723,2016-07-31,HCMC,33_to_37,FEMALE
9321108,2016-08-02,Other Cities,>37,MALE
7301031,2016-08-02,HCMC,28_to_32,MALE
2860290,2016-08-02,Other Cities,33_to_37,FEMALE
34436721,2016-08-02,Other Cities,33_to_37,MALE
9921411,2016-08-03,HCMC,unknown,FEMALE
35880042,2016-08-04,Other Cities,23_to_27,MALE
35887092,2016-08-05,HCMC,23_to_27,FEMALE
35887824,2016-08-05,Other Cities,23_to_27,FEMALE
35882796,2016-08-05,HCMC,23_to_27,FEMALE
35845889,2016-08-05,HCMC,23_to_27,FEMALE
35884134,2016-08-05,HCMC,unknown,FEMALE
35890870,2016-08-06,Other Cities,unknown,MALE
35900803,2016-08-08,Other Cities,28_to_32,FEMALE
9026250,2016-08-08,Other Cities,28_to_32,MALE
31512000,2016-08-10,Other Cities,23_to_27,MALE
35845202,2016-08-11,HN,>37,MALE
35934137,2016-08-12,Other Cities,28_to_32,MALE
35935811,2016-08-12,HN,23_to_27,FEMALE
35911781,2016-08-12,Other Cities,28_to_32,FEMALE
35914966,2016-08-12,Other Cities,28_to_32,MALE
35768143,2016-08-13,Other Cities,unknown,MALE
35756584,2016-08-15,Other Cities,23_to_27,FEMALE
33237942,2016-08-16,Other Cities,>37,MALE
35282777,2016-08-21,Other Cities,>37,MALE
35773396,2016-08-23,HCMC,>37,MALE
36047572,2016-08-30,Other Cities,23_to_27,MALE
34792846,2016-08-31,Other Cities,28_to_32,MALE
36104799,2016-09-08,Other Cities,33_to_37,FEMALE
35529436,2016-09-12,HCMC,23_to_27,FEMALE
35698491,2016-09-15,HN,>37,MALE
36137470,2016-09-15,HCMC,33_to_37,FEMALE
32020088,2016-09-16,HN,23_to_27,MALE
36148335,2016-09-16,HN,28_to_32,FEMALE
35575250,2016-09-21,HN,33_to_37,MALE
36184209,2016-09-22,Other Cities,33_to_37,MALE
12450406,2016-09-22,HCMC,>37,MALE
33893957,2016-09-23,Other Cities,33_to_37,MALE
36186326,2016-09-23,HN,23_to_27,MALE
36199820,2016-09-24,Other Cities,28_to_32,MALE
36142163,2016-09-24,HCMC,>37,MALE
36189407,2016-09-24,HN,33_to_37,FEMALE
36215823,2016-09-27,HCMC,23_to_27,FEMALE
36191322,2016-09-27,HN,>37,FEMALE
36216245,2016-09-27,Other Cities,unknown,FEMALE
36134994,2016-09-29,HCMC,>37,FEMALE
36220650,2016-09-29,Other Cities,33_to_37,MALE
13081318,2016-09-30,HCMC,unknown,FEMALE
11044525,2016-09-30,Other Cities,28_to_32,FEMALE
36241425,2016-09-30,Other Cities,23_to_27,FEMALE
36237604,2016-10-04,Other Cities,33_to_37,MALE
36275482,2016-10-05,Other Cities,33_to_37,FEMALE
8290393,2016-10-06,Other Cities,28_to_32,MALE
34872396,2016-10-06,HCMC,33_to_37,FEMALE
7918075,2016-10-07,Other Cities,28_to_32,MALE
36125657,2016-10-07,HCMC,23_to_27,FEMALE
36296772,2016-10-08,HN,23_to_27,MALE
36297633,2016-10-09,HN,23_to_27,MALE
36315869,2016-10-12,Other Cities,23_to_27,FEMALE
23402580,2016-10-13,Other Cities,>37,FEMALE
36289743,2016-10-13,HCMC,18_to_22,FEMALE
36282243,2016-10-13,Other Cities,28_to_32,MALE
36358488,2016-10-14,HCMC,23_to_27,FEMALE
13644172,2016-10-15,HCMC,33_to_37,FEMALE
25885274,2016-10-16,HCMC,>37,FEMALE
32483138,2016-10-17,Other Cities,33_to_37,MALE
36291178,2016-10-17,Other Cities,unknown,FEMALE
36381973,2016-10-18,Other Cities,23_to_27,MALE
36062334,2016-10-19,HCMC,33_to_37,MALE
36400680,2016-10-20,Other Cities,23_to_27,FEMALE
36398325,2016-10-20,HN,28_to_32,MALE
34181490,2016-10-21,HN,28_to_32,FEMALE
36409106,2016-10-22,HCMC,>37,MALE
36419663,2016-10-23,HCMC,>37,MALE
1599263,2016-10-26,HCMC,28_to_32,FEMALE
36435026,2016-10-26,HCMC,23_to_27,MALE
32112705,2016-10-27,Other Cities,28_to_32,MALE
36446788,2016-10-27,Other Cities,28_to_32,MALE
36408264,2016-10-28,Other Cities,unknown,FEMALE
36429982,2016-10-28,HCMC,33_to_37,FEMALE
36351585,2016-10-28,Other Cities,28_to_32,MALE
36444439,2016-10-29,HCMC,28_to_32,FEMALE
36378319,2016-10-31,HN,>37,MALE
28775083,2016-10-31,Other Cities,unknown,MALE
31487205,2016-10-31,HCMC,23_to_27,MALE
36428487,2016-10-31,Other Cities,23_to_27,MALE
24355389,2016-11-02,HCMC,28_to_32,MALE
35505745,2016-11-02,HCMC,28_to_32,MALE
4098437,2016-11-02,HCMC,33_to_37,FEMALE
9049543,2016-11-03,HCMC,23_to_27,MALE
34350189,2016-11-05,HCMC,18_to_22,MALE
20455846,2016-11-07,Other Cities,>37,MALE
36538467,2016-11-09,Other Cities,unknown,FEMALE
36551935,2016-11-11,HCMC,23_to_27,FEMALE
36521847,2016-11-14,Other Cities,23_to_27,MALE
16957782,2016-11-14,HCMC,28_to_32,FEMALE
36543967,2016-11-15,Other Cities,33_to_37,FEMALE
31841430,2016-11-16,HCMC,28_to_32,FEMALE
36585369,2016-11-16,Other Cities,23_to_27,FEMALE
35015412,2016-11-16,HCMC,28_to_32,FEMALE
657934,2016-11-17,Other Cities,23_to_27,FEMALE
36595235,2016-11-17,Other Cities,28_to_32,MALE
1371994,2016-11-18,HCMC,28_to_32,MALE
36622036,2016-11-21,HCMC,unknown,FEMALE
7341471,2016-11-21,HCMC,33_to_37,MALE
35701395,2016-11-21,Other Cities,unknown,FEMALE
36289837,2016-11-22,HCMC,unknown,FEMALE
36644123,2016-11-24,HCMC,23_to_27,FEMALE
36640945,2016-11-24,Other Cities,33_to_37,FEMALE
13191938,2016-11-27,HCMC,28_to_32,MALE
28698657,2016-11-27,Other Cities,23_to_27,FEMALE
36671493,2016-11-28,HCMC,28_to_32,MALE
36671570,2016-11-28,HCMC,>37,MALE
36675227,2016-11-28,Other Cities,>37,FEMALE
36650476,2016-11-30,Other Cities,28_to_32,FEMALE
28890727,2016-11-30,HN,33_to_37,FEMALE
18534503,2016-11-30,Other Cities,28_to_32,FEMALE
36605772,2016-11-30,Other Cities,28_to_32,MALE
36685958,2016-11-30,Other Cities,>37,MALE
36691336,2016-11-30,Other Cities,23_to_27,MALE
35779375,2016-12-01,Other Cities,>37,MALE
36702922,2016-12-01,Other Cities,23_to_27,MALE
36709390,2016-12-02,HN,unknown,MALE
12413133,2016-12-03,HCMC,>37,MALE
36710670,2016-12-03,Other Cities,23_to_27,MALE
36727927,2016-12-05,Other Cities,23_to_27,FEMALE
26368426,2016-12-06,HCMC,unknown,FEMALE
22261665,2016-12-06,Other Cities,33_to_37,FEMALE
36741853,2016-12-06,Other Cities,28_to_32,FEMALE
36735026,2016-12-06,HN,28_to_32,MALE
8074596,2016-12-07,Other Cities,23_to_27,MALE
17020857,2016-12-07,HCMC,33_to_37,MALE
36748223,2016-12-07,Other Cities,23_to_27,FEMALE
36743591,2016-12-07,HCMC,23_to_27,FEMALE
36743310,2016-12-07,Other Cities,23_to_27,FEMALE
22855349,2016-12-09,Other Cities,>37,MALE
292770,2016-12-09,HCMC,unknown,FEMALE
13079873,2016-12-09,HCMC,>37,MALE
36771849,2016-12-10,Other Cities,23_to_27,MALE
179041,2016-12-10,HCMC,33_to_37,FEMALE
36758519,2016-12-10,Other Cities,33_to_37,FEMALE
31632941,2016-12-11,Other Cities,28_to_32,MALE
1379875,2016-12-12,HCMC,28_to_32,FEMALE
36786982,2016-12-12,Other Cities,18_to_22,FEMALE
33059107,2016-12-14,HCMC,28_to_32,MALE
36795507,2016-12-14,Other Cities,23_to_27,MALE
36793853,2016-12-14,HN,unknown,FEMALE
27580030,2016-12-14,Other Cities,28_to_32,FEMALE
36810257,2016-12-15,Other Cities,23_to_27,MALE
15431947,2016-12-16,HCMC,23_to_27,FEMALE
36107090,2016-12-16,Other Cities,23_to_27,MALE
36834037,2016-12-17,Other Cities,33_to_37,MALE
19538754,2016-12-18,HCMC,28_to_32,FEMALE
36816709,2016-12-18,Other Cities,28_to_32,MALE
36843696,2016-12-19,HN,23_to_27,MALE
33359136,2016-12-19,Other Cities,23_to_27,FEMALE
36799192,2016-12-19,Other Cities,28_to_32,MALE
35033408,2016-12-19,HCMC,33_to_37,FEMALE
36858231,2016-12-20,HCMC,>37,FEMALE
36856428,2016-12-20,HCMC,33_to_37,MALE
36487695,2016-12-21,HN,28_to_32,FEMALE
36876838,2016-12-21,HCMC,23_to_27,FEMALE
36873642,2016-12-21,HN,33_to_37,MALE
1147922,2016-12-21,Other Cities,28_to_32,MALE
36883918,2016-12-22,Other Cities,23_to_27,FEMALE
36894195,2016-12-23,HCMC,23_to_27,MALE
13873576,2016-12-23,HCMC,33_to_37,MALE
31430287,2016-12-24,HCMC,28_to_32,MALE
36933480,2016-12-27,HCMC,>37,FEMALE
35428195,2016-12-27,HCMC,23_to_27,MALE
36931303,2016-12-27,Other Cities,23_to_27,MALE
36938654,2016-12-28,HCMC,23_to_27,MALE
36934187,2016-12-28,HCMC,23_to_27,MALE
36941978,2016-12-28,HN,23_to_27,FEMALE
36948274,2016-12-29,HCMC,28_to_32,MALE
7185193,2016-12-29,HCMC,23_to_27,FEMALE
36958759,2016-12-30,HCMC,23_to_27,FEMALE
36958034,2016-12-30,HCMC,23_to_27,FEMALE
36910469,2016-12-30,HCMC,23_to_27,FEMALE
29986356,2016-12-31,HCMC,23_to_27,MALE
36963298,2016-12-31,Other Cities,23_to_27,MALE
16161253,2017-01-01,Other Cities,>37,MALE
36712642,2017-01-01,HCMC,28_to_32,MALE
31934318,2017-01-01,Other Cities,33_to_37,MALE
36515402,2017-01-01,Other Cities,33_to_37,MALE
19483687,2017-01-01,HCMC,>37,FEMALE
21332750,2017-01-01,Other Cities,28_to_32,MALE
24803512,2017-01-01,HCMC,33_to_37,FEMALE
27322665,2017-01-01,HCMC,>37,MALE
7747274,2017-01-01,HCMC,>37,FEMALE
24071987,2017-01-01,HCMC,33_to_37,MALE
6343041,2017-01-01,HCMC,28_to_32,FEMALE
17959223,2017-01-01,HN,33_to_37,FEMALE
36991093,2017-01-02,Other Cities,>37,FEMALE
37006871,2017-01-05,Other Cities,23_to_27,MALE
15950272,2017-01-06,HCMC,23_to_27,FEMALE
36949059,2017-01-06,HCMC,>37,MALE
30037154,2017-01-06,Other Cities,unknown,MALE
5183633,2017-01-06,HCMC,33_to_37,MALE
35805155,2017-01-06,HN,unknown,FEMALE
25917419,2017-01-07,HCMC,>37,MALE
36882049,2017-01-07,HN,28_to_32,MALE
37040892,2017-01-08,Other Cities,23_to_27,MALE
34718100,2017-02-28,Other Cities,28_to_32,MALE
37342782,2017-02-28,Other Cities,28_to_32,MALE
37356945,2017-02-28,HN,28_to_32,FEMALE
37623604,2017-02-28,HN,unknown,FEMALE
37292668,2017-02-28,Other Cities,28_to_32,MALE
37376220,2017-02-28,HCMC,23_to_27,MALE
17113117,2017-02-28,Other Cities,unknown,FEMALE
13838275,2017-02-28,Other Cities,>37,FEMALE
13975895,2017-02-28,Other Cities,unknown,FEMALE
37738379,2017-02-28,Other Cities,23_to_27,MALE
37317274,2017-02-28,HN,>37,MALE
37371586,2017-02-28,HN,unknown,FEMALE
37324600,2017-02-28,Other Cities,>37,FEMALE
6339399,2017-02-28,HCMC,>37,MALE
7806865,2017-03-01,Other Cities,28_to_32,FEMALE
37746099,2017-03-01,Other Cities,unknown,MALE
173311,2017-03-01,HCMC,33_to_37,FEMALE
14588632,2017-03-01,HCMC,33_to_37,FEMALE
6223265,2017-03-01,HN,28_to_32,MALE
5949779,2017-03-02,Other Cities,28_to_32,FEMALE
36627908,2017-03-02,Other Cities,28_to_32,FEMALE
36560518,2017-03-02,Other Cities,28_to_32,MALE
37163634,2017-03-02,HCMC,23_to_27,FEMALE
5190754,2017-03-02,Other Cities,23_to_27,MALE
31813595,2017-03-03,Other Cities,>37,MALE
35398339,2017-03-03,HCMC,28_to_32,FEMALE
36745583,2017-03-03,HCMC,23_to_27,FEMALE
35790763,2017-03-03,HCMC,33_to_37,MALE
3596605,2017-03-03,HCMC,>37,FEMALE
15509273,2017-03-03,Other Cities,33_to_37,MALE
22786715,2017-03-03,HCMC,unknown,MALE
5099340,2017-03-04,HCMC,23_to_27,MALE
3832687,2017-03-04,Other Cities,33_to_37,FEMALE
7813402,2017-03-04,Other Cities,28_to_32,MALE
1880491,2017-03-05,HCMC,33_to_37,MALE
15054488,2017-03-05,HCMC,28_to_32,MALE
38230180,2017-03-06,Other Cities,unknown,MALE
4627620,2017-03-06,Other Cities,28_to_32,FEMALE
38029138,2017-03-06,Other Cities,33_to_37,FEMALE
14107172,2017-03-07,HCMC,23_to_27,MALE
35778996,2017-03-07,Other Cities,>37,MALE
36291048,2017-03-07,HN,23_to_27,MALE
22890235,2017-03-08,Other Cities,unknown,MALE
38242317,2017-03-08,Other Cities,33_to_37,FEMALE
2533026,2017-03-08,HCMC,33_to_37,MALE
33017947,2017-03-08,Other Cities,>37,MALE
34138892,2017-03-08,HCMC,23_to_27,MALE
38254111,2017-03-08,HCMC,unknown,MALE
37295635,2017-03-08,Other Cities,>37,MALE
37426007,2017-03-10,HCMC,28_to_32,MALE
37939557,2017-03-10,HCMC,28_to_32,MALE
19043216,2017-03-10,Other Cities,23_to_27,MALE
36721384,2017-03-11,Other Cities,33_to_37,MALE
37090460,2017-03-11,HCMC,28_to_32,MALE
27569073,2017-03-13,HCMC,33_to_37,FEMALE
522188,2017-03-13,HCMC,unknown,MALE
32504670,2017-03-13,Other Cities,23_to_27,MALE
34870539,2017-03-14,HCMC,23_to_27,FEMALE
19013506,2017-03-15,HCMC,33_to_37,MALE
37404920,2017-03-15,HN,28_to_32,MALE
38283720,2017-03-15,Other Cities,28_to_32,MALE
20803241,2017-03-15,HCMC,23_to_27,MALE
33562530,2017-03-15,HCMC,unknown,FEMALE
38330230,2017-03-16,HCMC,28_to_32,FEMALE
37351429,2017-03-16,Other Cities,28_to_32,MALE
37385149,2017-03-16,HN,unknown,FEMALE
32648461,2017-03-17,HCMC,23_to_27,MALE
27407082,2017-03-18,Other Cities,28_to_32,FEMALE
33425077,2017-03-18,Other Cities,23_to_27,FEMALE
38351293,2017-03-19,HCMC,23_to_27,FEMALE
36948531,2017-03-19,Other Cities,28_to_32,FEMALE
34922291,2017-03-20,HCMC,>37,MALE
37746769,2017-03-21,HN,23_to_27,MALE
37552666,2017-03-21,HCMC,28_to_32,MALE
38350719,2017-03-21,Other Cities,28_to_32,MALE
38378468,2017-03-22,Other Cities,23_to_27,MALE
38359668,2017-03-23,Other Cities,unknown,MALE
18599280,2017-03-23,Other Cities,unknown,MALE
38331080,2017-03-24,Other Cities,>37,MALE
27923045,2017-03-26,HCMC,23_to_27,MALE
38383370,2017-03-26,HCMC,23_to_27,FEMALE
27992331,2017-03-27,HN,28_to_32,FEMALE
34609181,2017-03-27,HN,unknown,FEMALE
38415917,2017-03-28,HCMC,23_to_27,FEMALE
2102640,2017-03-29,Other Cities,28_to_32,MALE
35582482,2017-03-29,Other Cities,unknown,MALE
10696079,2017-03-29,Other Cities,28_to_32,MALE
5075741,2017-03-29,HCMC,28_to_32,FEMALE
22017659,2017-03-29,HN,28_to_32,MALE
36705045,2017-03-30,HCMC,33_to_37,MALE
38441924,2017-03-31,HCMC,28_to_32,MALE
26069094,2017-04-02,HCMC,28_to_32,MALE
35904400,2017-04-03,Other Cities,28_to_32,MALE
29034646,2017-04-03,HCMC,28_to_32,MALE
21321873,2017-04-03,Other Cities,28_to_32,MALE
4956154,2017-04-03,HCMC,23_to_27,MALE
997497,2017-04-03,HCMC,>37,MALE
38421399,2017-04-03,Other Cities,>37,FEMALE
38461975,2017-04-03,Other Cities,28_to_32,FEMALE
30588452,2017-04-04,HCMC,28_to_32,MALE
38455187,2017-04-04,HN,33_to_37,MALE
15401072,2017-04-05,Other Cities,28_to_32,MALE
36795953,2017-04-05,Other Cities,23_to_27,MALE
38481950,2017-04-05,HCMC,23_to_27,FEMALE
28593817,2017-04-05,HCMC,33_to_37,MALE
4606308,2017-04-06,HCMC,>37,FEMALE
35885078,2017-04-06,Other Cities,23_to_27,MALE
38490925,2017-04-07,Other Cities,unknown,MALE
38498305,2017-04-08,HN,unknown,FEMALE
34436436,2017-04-09,Other Cities,23_to_27,MALE
3064725,2017-04-10,HCMC,28_to_32,MALE
25228634,2017-04-10,HCMC,28_to_32,FEMALE
37854825,2017-04-10,Other Cities,23_to_27,MALE
33424693,2017-04-12,HCMC,28_to_32,FEMALE
38323002,2017-04-13,Other Cities,28_to_32,MALE
6879738,2017-04-13,HCMC,>37,FEMALE
37296581,2017-04-13,HCMC,28_to_32,MALE
38546119,2017-04-14,Other Cities,>37,FEMALE
27064260,2017-04-14,Other Cities,23_to_27,MALE
20568671,2017-04-14,HN,23_to_27,MALE
29930380,2017-04-14,HN,33_to_37,MALE
38544713,2017-04-15,HCMC,23_to_27,MALE
34838233,2017-04-17,Other Cities,unknown,FEMALE
38572252,2017-04-17,Other Cities,23_to_27,MALE
33499621,2017-04-17,Other Cities,28_to_32,MALE
36902204,2017-04-18,Other Cities,>37,FEMALE
38580008,2017-04-18,Other Cities,33_to_37,FEMALE
31982174,2017-04-19,Other Cities,>37,FEMALE
14513878,2017-04-20,HN,28_to_32,MALE
38485600,2017-04-20,Other Cities,28_to_32,FEMALE
28087722,2017-04-20,HCMC,28_to_32,MALE
5725054,2017-04-20,HCMC,23_to_27,FEMALE
38350686,2017-04-20,HCMC,28_to_32,FEMALE
38390614,2017-04-21,HN,33_to_37,FEMALE
38620241,2017-04-21,HCMC,23_to_27,MALE
38616635,2017-04-21,Other Cities,28_to_32,MALE
36871978,2017-04-21,HCMC,23_to_27,MALE
30198478,2017-04-21,Other Cities,28_to_32,FEMALE
38627015,2017-04-21,HCMC,23_to_27,MALE
9312891,2017-04-21,HCMC,28_to_32,FEMALE
38632375,2017-04-21,HN,33_to_37,MALE
38530962,2017-04-21,Other Cities,unknown,FEMALE
38634275,2017-04-21,Other Cities,28_to_32,MALE
30684708,2017-04-24,HCMC,28_to_32,MALE
38656731,2017-04-24,Other Cities,23_to_27,FEMALE
31588492,2017-04-24,Other Cities,33_to_37,MALE
35491272,2017-04-25,Other Cities,23_to_27,MALE
38665335,2017-04-25,HCMC,28_to_32,MALE
37047517,2017-04-25,Other Cities,>37,FEMALE
38604969,2017-04-25,HCMC,>37,FEMALE
15619574,2017-04-25,Other Cities,28_to_32,FEMALE
26253458,2017-04-26,Other Cities,28_to_32,MALE
7494797,2017-04-26,Other Cities,28_to_32,FEMALE
38670953,2017-04-26,Other Cities,23_to_27,FEMALE
38655277,2017-04-26,Other Cities,28_to_32,MALE
38688616,2017-04-27,Other Cities,unknown,FEMALE
23969101,2017-04-27,HN,28_to_32,FEMALE
34110495,2017-04-28,Other Cities,28_to_32,MALE
38702875,2017-04-28,Other Cities,23_to_27,MALE
9243487,2017-04-28,HCMC,>37,MALE
38700253,2017-04-28,HCMC,23_to_27,MALE
19622863,2017-04-28,HCMC,28_to_32,MALE
38718875,2017-04-29,Other Cities,unknown,MALE
38653124,2017-04-29,Other Cities,28_to_32,MALE
38712257,2017-04-29,Other Cities,>37,MALE
37384092,2017-04-29,HCMC,28_to_32,FEMALE
35057114,2017-04-29,Other Cities,28_to_32,MALE
38569200,2017-04-29,Other Cities,23_to_27,MALE
38712105,2017-04-29,Other Cities,28_to_32,FEMALE
15587881,2017-04-30,HCMC,28_to_32,MALE
13675873,2017-04-30,HCMC,28_to_32,FEMALE
38634239,2017-05-03,HN,unknown,MALE
38695601,2017-05-04,Other Cities,23_to_27,MALE
30652200,2017-05-04,Other Cities,28_to_32,FEMALE
27518479,2017-05-04,HCMC,23_to_27,FEMALE
38600368,2017-05-05,HN,33_to_37,MALE
38782031,2017-05-05,Other Cities,33_to_37,MALE
38743736,2017-05-05,Other Cities,23_to_27,FEMALE
20434453,2017-05-05,HN,23_to_27,FEMALE
27071758,2017-05-05,Other Cities,unknown,MALE
28327930,2017-05-05,HCMC,33_to_37,MALE
36932761,2017-05-05,Other Cities,28_to_32,MALE
15421990,2017-05-07,Other Cities,>37,MALE
35525666,2017-05-07,Other Cities,unknown,FEMALE
5482820,2017-05-08,HCMC,>37,MALE
35328794,2017-05-08,HN,23_to_27,MALE
10644208,2017-05-08,Other Cities,33_to_37,MALE
32941411,2017-05-09,Other Cities,23_to_27,MALE
34376258,2017-05-09,Other Cities,28_to_32,MALE
37303957,2017-05-10,Other Cities,23_to_27,MALE
38829919,2017-05-10,HCMC,unknown,FEMALE
38814543,2017-05-10,HN,28_to_32,MALE
38310319,2017-05-10,HCMC,33_to_37,MALE
38658680,2017-05-10,HCMC,23_to_27,MALE
7548845,2017-05-10,HCMC,23_to_27,MALE
38734096,2017-05-11,Other Cities,28_to_32,MALE
32556798,2017-05-11,HCMC,28_to_32,MALE
35873601,2017-05-11,HN,>37,MALE
