month,Type_user,Location,Age,Gender,users,txn,revenue
2020-09,New,HN,23_to_27,FEMALE,1,1,40000.0
2020-09,New,HN,23_to_27,MALE,1,1,100000.0
2020-09,New,HN,28_to_32,FEMALE,0,0,0.0
2020-09,New,HN,28_to_32,MALE,0,0,0.0
2020-09,New,HN,33_to_37,FEMALE,0,0,0.0
2020-09,New,HN,33_to_37,MALE,1,1,20000.0
2020-09,New,HN,>37,FEMALE,0,0,0.0
2020-09,New,HN,>37,MALE,0,0,0.0
2020-09,New,HN,unknown,FEMALE,3,3,120000.0
2020-09,New,HN,unknown,MALE,5,5,200000.0
2020-09,New,Other Cities,18_to_22,FEMALE,0,0,0.0
2020-09,New,Other Cities,18_to_22,MALE,5,5,600000.0
2020-09,New,Other Cities,23_to_27,FEMALE,3,3,540000.0
2020-09,New,Other Cities,23_to_27,MALE,2,2,60000.0
2020-09,New,Other Cities,28_to_32,FEMALE,0,0,0.0
2020-09,New,Other Cities,28_to_32,MALE,2,2,60000.0
2020-09,New,Other Cities,33_to_37,FEMALE,1,1,20000.0
2020-09,New,Other Cities,33_to_37,MALE,4,4,580000.0
2020-09,New,Other Cities,>37,FEMALE,3,3,430000.0
2020-09,New,Other Cities,>37,MALE,0,0,0.0
2020-09,New,Other Cities,unknown,FEMALE,24,24,1820000.0
2020-09,New,Other Cities,unknown,MALE,19,19,2240000.0
2020-10,Current,HCMC,18_to_22,FEMALE,13,13,900000.0
2020-10,Current,HCMC,18_to_22,MALE,33,33,4120000.0
2020-10,Current,HCMC,23_to_27,FEMALE,40,40,3110000.0
2020-10,Current,HCMC,23_to_27,MALE,43,43,5290000.0
2020-10,Current,HCMC,28_to_32,FEMALE,38,38,6160000.0
2020-10,Current,HCMC,28_to_32,MALE,37,37,5200000.0
2020-10,Current,HCMC,33_to_37,FEMALE,24,24,4020000.0
2020-10,Current,HCMC,33_to_37,MALE,43,44,10660000.0
2020-10,Current,HCMC,>37,FEMALE,30,30,5160000.0
2020-10,Current,HCMC,>37,MALE,37,37,5740000.0
2020-10,Current,HCMC,unknown,FEMALE,0,0,0.0
2020-10,Current,HCMC,unknown,MALE,1,1,300000.0
2020-10,Current,HN,18_to_22,FEMALE,6,6,860000.0
2020-10,Current,HN,18_to_22,MALE,12,12,440000.0
2020-10,Current,HN,23_to_27,FEMALE,6,6,700000.0
2020-10,Current,HN,23_to_27,MALE,10,10,2730000.0
2020-10,Current,HN,28_to_32,FEMALE,5,5,380000.0
2020-10,Current,HN,28_to_32,MALE,12,12,3160000.0
2020-10,Current,HN,33_to_37,FEMALE,6,6,930000.0
2020-10,Current,HN,33_to_37,MALE,14,14,2880000.0
2020-10,Current,HN,>37,FEMALE,3,3,80000.0
2020-10,Current,HN,>37,MALE,8,8,2810000.0
2020-10,Current,HN,unknown,FEMALE,5,5,680000.0
2020-10,Current,HN,unknown,MALE,13,13,1100000.0
2020-10,Current,Other Cities,18_to_22,FEMALE,36,36,3610000.0
2020-10,Current,Other Cities,18_to_22,MALE,40,40,4650000.0
2020-10,Current,Other Cities,23_to_27,FEMALE,68,68,7070000.0
2020-10,Current,Other Cities,23_to_27,MALE,112,113,13110000.0
2020-10,Current,Other Cities,28_to_32,FEMALE,47,47,5060000.0
2020-10,Current,Other Cities,28_to_32,MALE,85,85,10810000.0
2020-10,Current,Other Cities,33_to_37,FEMALE,41,41,5180000.0
2020-10,Current,Other Cities,33_to_37,MALE,58,58,7860000.0
2020-10,Current,Other Cities,>37,FEMALE,16,16,4390000.0
2020-10,Current,Other Cities,>37,MALE,31,31,7450000.0
2020-10,Current,Other Cities,unknown,FEMALE,76,76,11150000.0
2020-10,Current,Other Cities,unknown,MALE,81,81,14050000.0
2020-10,New,HCMC,18_to_22,FEMALE,0,0,0.0
2020-10,New,HCMC,18_to_22,MALE,1,1,30000.0
2020-10,New,HCMC,23_to_27,FEMALE,0,0,0.0
2020-10,New,HCMC,23_to_27,MALE,1,1,150000.0
2020-10,New,HCMC,28_to_32,FEMALE,0,0,0.0
2020-10,New,HCMC,28_to_32,MALE,1,1,20000.0
2020-10,New,HCMC,33_to_37,FEMALE,1,1,60000.0
2020-10,New,HCMC,33_to_37,MALE,0,0,0.0
2020-10,New,HCMC,>37,FEMALE,2,2,250000.0
2020-10,New,HCMC,>37,MALE,1,1,100000.0
2020-10,New,HCMC,unknown,FEMALE,0,0,0.0
2020-10,New,HCMC,unknown,MALE,0,0,0.0
2020-10,New,HN,18_to_22,FEMALE,1,1,20000.0
2020-10,New,HN,18_to_22,MALE,0,0,0.0
2020-10,New,HN,23_to_27,FEMALE,0,0,0.0
2020-10,New,HN,23_to_27,MALE,1,1,40000.0
2020-10,New,HN,28_to_32,FEMALE,0,0,0.0
2020-10,New,HN,28_to_32,MALE,0,0,0.0
2020-10,New,HN,33_to_37,FEMALE,0,0,0.0
2020-10,New,HN,33_to_37,MALE,1,1,40000.0
2020-10,New,HN,>37,FEMALE,2,2,80000.0
2020-10,New,HN,>37,MALE,1,1,40000.0
2020-10,New,HN,unknown,FEMALE,0,0,0.0
2020-10,New,HN,unknown,MALE,0,0,0.0
2020-10,New,Other Cities,18_to_22,FEMALE,1,1,20000.0
2020-10,New,Other Cities,18_to_22,MALE,5,5,240000.0
2020-10,New,Other Cities,23_to_27,FEMALE,0,0,0.0
2020-10,New,Other Cities,23_to_27,MALE,0,0,0.0
2020-10,New,Other Cities,28_to_32,FEMALE,0,0,0.0
2020-10,New,Other Cities,28_to_32,MALE,1,1,100000.0
2020-10,New,Other Cities,33_to_37,FEMALE,3,3,250000.0
2020-10,New,Other Cities,33_to_37,MALE,6,6,390000.0
2020-10,New,Other Cities,>37,FEMALE,1,1,30000.0
2020-10,New,Other Cities,>37,MALE,2,2,500000.0
2020-10,New,Other Cities,unknown,FEMALE,30,30,2810000.0
2020-10,New,Other Cities,unknown,MALE,17,17,2120000.0
2020-11,Current,HCMC,18_to_22,FEMALE,19,19,1290000.0
2020-11,Current,HCMC,18_to_22,MALE,28,28,3330000.0
2020-11,Current,HCMC,23_to_27,FEMALE,40,40,3250000.0
2020-11,Current,HCMC,23_to_27,MALE,48,48,6570000.0
2020-11,Current,HCMC,28_to_32,FEMALE,19,19,1900000.0
2020-11,Current,HCMC,28_to_32,MALE,32,32,4150000.0
2020-11,Current,HCMC,33_to_37,FEMALE,35,35,4650000.0
2020-11,Current,HCMC,33_to_37,MALE,40,40,7940000.0
2020-11,Current,HCMC,>37,FEMALE,20,20,5460000.0
2020-11,Current,HCMC,>37,MALE,18,18,4200000.0
2020-11,Current,HCMC,unknown,FEMALE,0,0,0.0
2020-11,Current,HCMC,unknown,MALE,0,0,0.0
2020-11,Current,HN,18_to_22,FEMALE,10,10,330000.0
2020-11,Current,HN,18_to_22,MALE,12,12,880000.0
2020-11,Current,HN,23_to_27,FEMALE,5,5,2380000.0
2020-11,Current,HN,23_to_27,MALE,14,14,1070000.0
2020-11,Current,HN,28_to_32,FEMALE,7,7,300000.0
2020-11,Current,HN,28_to_32,MALE,19,19,2040000.0
2020-11,Current,HN,33_to_37,FEMALE,4,4,540000.0
2020-11,Current,HN,33_to_37,MALE,7,7,1680000.0
2020-11,Current,HN,>37,FEMALE,8,8,1050000.0
2020-11,Current,HN,>37,MALE,8,8,1340000.0
2020-11,Current,HN,unknown,FEMALE,3,3,590000.0
2020-11,Current,HN,unknown,MALE,8,8,1020000.0
2020-11,Current,Other Cities,18_to_22,FEMALE,36,36,3390000.0
2020-11,Current,Other Cities,18_to_22,MALE,53,54,4540000.0
2020-11,Current,Other Cities,23_to_27,FEMALE,61,61,5450000.0
2020-11,Current,Other Cities,23_to_27,MALE,95,95,10540000.0
2020-11,Current,Other Cities,28_to_32,FEMALE,52,52,4850000.0
2020-11,Current,Other Cities,28_to_32,MALE,107,107,12070000.0
2020-11,Current,Other Cities,33_to_37,FEMALE,23,23,3160000.0
2020-11,Current,Other Cities,33_to_37,MALE,48,48,6510000.0
2020-11,Current,Other Cities,>37,FEMALE,25,25,2730000.0
2020-11,Current,Other Cities,>37,MALE,43,43,8620000.0
2020-11,Current,Other Cities,unknown,FEMALE,87,87,11390000.0
2020-11,Current,Other Cities,unknown,MALE,90,90,17690000.0
2020-11,New,HCMC,18_to_22,FEMALE,0,0,0.0
2020-11,New,HCMC,18_to_22,MALE,0,0,0.0
2020-11,New,HCMC,23_to_27,FEMALE,0,0,0.0
2020-11,New,HCMC,23_to_27,MALE,0,0,0.0
2020-11,New,HCMC,28_to_32,FEMALE,0,0,0.0
2020-11,New,HCMC,28_to_32,MALE,0,0,0.0
2020-11,New,HCMC,33_to_37,FEMALE,0,0,0.0
2020-11,New,HCMC,33_to_37,MALE,3,3,250000.0
2020-11,New,HCMC,>37,FEMALE,0,0,0.0
2020-11,New,HCMC,>37,MALE,0,0,0.0
2020-11,New,HCMC,unknown,FEMALE,0,0,0.0
2020-11,New,HCMC,unknown,MALE,0,0,0.0
2020-11,New,HN,18_to_22,FEMALE,0,0,0.0
2020-11,New,HN,18_to_22,MALE,0,0,0.0
2020-11,New,HN,23_to_27,FEMALE,0,0,0.0
2020-11,New,HN,23_to_27,MALE,0,0,0.0
2020-11,New,HN,28_to_32,FEMALE,0,0,0.0
2020-11,New,HN,28_to_32,MALE,2,2,40000.0
2020-11,New,HN,33_to_37,FEMALE,1,1,20000.0
2020-11,New,HN,33_to_37,MALE,2,2,70000.0
2020-11,New,HN,>37,FEMALE,0,0,0.0
2020-11,New,HN,>37,MALE,0,0,0.0
2020-11,New,HN,unknown,FEMALE,1,1,20000.0
2020-11,New,HN,unknown,MALE,2,2,500000.0
2020-11,New,Other Cities,18_to_22,FEMALE,1,1,20000.0
2020-11,New,Other Cities,18_to_22,MALE,5,5,350000.0
2020-11,New,Other Cities,23_to_27,FEMALE,1,1,60000.0
2020-11,New,Other Cities,23_to_27,MALE,5,5,300000.0
2020-11,New,Other Cities,28_to_32,FEMALE,5,5,140000.0
2020-11,New,Other Cities,28_to_32,MALE,6,6,320000.0
2020-11,New,Other Cities,33_to_37,FEMALE,1,1,40000.0
2020-11,New,Other Cities,33_to_37,MALE,1,1,100000.0
2020-11,New,Other Cities,>37,FEMALE,2,2,190000.0
2020-11,New,Other Cities,>37,MALE,1,1,40000.0
2020-11,New,Other Cities,unknown,FEMALE,26,26,1520000.0
2020-11,New,Other Cities,unknown,MALE,25,25,3050000.0
2020-12,Current,HCMC,18_to_22,FEMALE,18,19,2610000.0
2020-12,Current,HCMC,18_to_22,MALE,23,24,3240000.0
2020-12,Current,HCMC,23_to_27,FEMALE,34,34,4700000.0
2020-12,Current,HCMC,23_to_27,MALE,49,49,6920000.0
2020-12,Current,HCMC,28_to_32,FEMALE,36,38,6990000.0
2020-12,Current,HCMC,28_to_32,MALE,41,41,6630000.0
2020-12,Current,HCMC,33_to_37,FEMALE,59,61,9570000.0
2020-12,Current,HCMC,33_to_37,MALE,56,56,8390000.0
2020-12,Current,HCMC,>37,FEMALE,14,14,2370000.0
2020-12,Current,HCMC,>37,MALE,10,10,1420000.0
2020-12,Current,HCMC,unknown,FEMALE,0,0,0.0
2020-12,Current,HCMC,unknown,MALE,0,0,0.0
2020-12,Current,HN,18_to_22,FEMALE,8,8,340000.0
2020-12,Current,HN,18_to_22,MALE,10,10,1120000.0
2020-12,Current,HN,23_to_27,FEMALE,13,13,5860000.0
2020-12,Current,HN,23_to_27,MALE,20,20,1850000.0
2020-12,Current,HN,28_to_32,FEMALE,7,7,470000.0
2020-12,Current,HN,28_to_32,MALE,14,15,3040000.0
2020-12,Current,HN,33_to_37,FEMALE,7,7,450000.0
2020-12,Current,HN,33_to_37,MALE,7,7,1050000.0
2020-12,Current,HN,>37,FEMALE,5,5,680000.0
2020-12,Current,HN,>37,MALE,9,10,1700000.0
2020-12,Current,HN,unknown,FEMALE,6,6,560000.0
2020-12,Current,HN,unknown,MALE,10,10,1260000.0
2020-12,Current,Other Cities,18_to_22,FEMALE,35,37,3360000.0
2020-12,Current,Other Cities,18_to_22,MALE,55,55,5830000.0
2020-12,Current,Other Cities,23_to_27,FEMALE,63,65,7640000.0
2020-12,Current,Other Cities,23_to_27,MALE,80,81,8430000.0
2020-12,Current,Other Cities,28_to_32,FEMALE,39,39,4090000.0
2020-12,Current,Other Cities,28_to_32,MALE,88,88,10350000.0
2020-12,Current,Other Cities,33_to_37,FEMALE,29,30,3960000.0
2020-12,Current,Other Cities,33_to_37,MALE,51,51,4750000.0
2020-12,Current,Other Cities,>37,FEMALE,33,33,3010000.0
2020-12,Current,Other Cities,>37,MALE,44,46,5110000.0
2020-12,Current,Other Cities,unknown,FEMALE,87,90,14580000.0
2020-12,Current,Other Cities,unknown,MALE,98,99,13550000.0
2020-12,New,HCMC,18_to_22,FEMALE,0,0,0.0
2020-12,New,HCMC,18_to_22,MALE,2,2,300000.0
2020-12,New,HCMC,23_to_27,FEMALE,0,0,0.0
2020-12,New,HCMC,23_to_27,MALE,2,2,300000.0
2020-12,New,HCMC,28_to_32,FEMALE,0,0,0.0
2020-12,New,HCMC,28_to_32,MALE,0,0,0.0
2020-12,New,HCMC,33_to_37,FEMALE,2,2,440000.0
2020-12,New,HCMC,33_to_37,MALE,2,2,120000.0
2020-12,New,HCMC,>37,FEMALE,0,0,0.0
2020-12,New,HCMC,>37,MALE,1,2,700000.0
2020-12,New,HCMC,unknown,FEMALE,0,0,0.0
2020-12,New,HCMC,unknown,MALE,0,0,0.0
2020-12,New,HN,18_to_22,FEMALE,1,1,40000.0
2020-12,New,HN,18_to_22,MALE,1,1,40000.0
2020-12,New,HN,23_to_27,FEMALE,0,0,0.0
2020-12,New,HN,23_to_27,MALE,0,0,0.0
2020-12,New,HN,28_to_32,FEMALE,0,0,0.0
2020-12,New,HN,28_to_32,MALE,0,0,0.0
2020-12,New,HN,33_to_37,FEMALE,0,0,0.0
2020-12,New,HN,33_to_37,MALE,0,0,0.0
2020-12,New,HN,>37,FEMALE,1,1,20000.0
2020-12,New,HN,>37,MALE,0,0,0.0
2020-12,New,HN,unknown,FEMALE,0,0,0.0
2020-12,New,HN,unknown,MALE,1,1,40000.0
2020-12,New,Other Cities,18_to_22,FEMALE,4,4,280000.0
2020-12,New,Other Cities,18_to_22,MALE,1,1,40000.0
2020-12,New,Other Cities,23_to_27,FEMALE,4,4,510000.0
2020-12,New,Other Cities,23_to_27,MALE,1,1,60000.0
2020-12,New,Other Cities,28_to_32,FEMALE,0,0,0.0
2020-12,New,Other Cities,28_to_32,MALE,1,1,80000.0
2020-12,New,Other Cities,33_to_37,FEMALE,1,1,60000.0
2020-12,New,Other Cities,33_to_37,MALE,1,1,400000.0
2020-12,New,Other Cities,>37,FEMALE,4,4,140000.0
2020-12,New,Other Cities,>37,MALE,3,3,120000.0
2020-12,New,Other Cities,unknown,FEMALE,18,18,2380000.0
2020-12,New,Other Cities,unknown,MALE,25,25,1870000.0
