month,Type_user,Location,Gender,Age,users,txn,revenue
2020-10,Current,Other Cities,MALE,unknown,81,81,140500.0
2020-10,New,HCMC,FEMALE,18_to_22,0,0,0.0
2020-10,New,HCMC,FEMALE,23_to_27,0,0,0.0
2020-10,New,HCMC,FEMALE,28_to_32,0,0,0.0
2020-10,New,HCMC,FEMALE,33_to_37,1,1,600.0
2020-10,New,HCMC,FEMALE,>37,2,2,2500.0
2020-10,New,HCMC,FEMALE,unknown,0,0,0.0
2020-10,New,HCMC,MALE,18_to_22,1,1,300.0
2020-10,New,HCMC,MALE,23_to_27,1,1,1500.0
2020-10,New,HCMC,MALE,28_to_32,1,1,200.0
2020-10,New,HCMC,MALE,33_to_37,0,0,0.0
2020-10,New,HCMC,MALE,>37,1,1,1000.0
2020-10,New,HCMC,MALE,unknown,0,0,0.0
2020-10,New,HN,FEMALE,18_to_22,1,1,200.0
2020-10,New,HN,FEMALE,23_to_27,0,0,0.0
2020-10,New,HN,FEMALE,28_to_32,0,0,0.0
2020-10,New,HN,FEMALE,33_to_37,0,0,0.0
2020-10,New,HN,FEMALE,>37,2,2,800.0
2020-10,New,HN,FEMALE,unknown,0,0,0.0
2020-10,New,HN,MALE,18_to_22,0,0,0.0
2020-10,New,HN,MALE,23_to_27,1,1,400.0
2020-10,New,HN,MALE,28_to_32,0,0,0.0
2020-10,New,HN,MALE,33_to_37,1,1,400.0
2020-10,New,HN,MALE,>37,1,1,400.0
2020-10,New,HN,MALE,unknown,0,0,0.0
2020-10,New,Other Cities,FEMALE,18_to_22,1,1,200.0
2020-10,New,Other Cities,FEMALE,23_to_27,0,0,0.0
2020-10,New,Other Cities,FEMALE,28_to_32,0,0,0.0
2020-10,New,Other Cities,FEMALE,33_to_37,3,3,2500.0
2020-10,New,Other Cities,FEMALE,>37,1,1,300.0
2020-10,New,Other Cities,FEMALE,unknown,30,30,28100.0
2020-10,New,Other Cities,MALE,18_to_22,5,5,2400.0
2020-10,New,Other Cities,MALE,23_to_27,0,0,0.0
2020-10,New,Other Cities,MALE,28_to_32,1,1,1000.0
2020-10,New,Other Cities,MALE,33_to_37,6,6,3900.0
2020-10,New,Other Cities,MALE,>37,2,2,5000.0
2020-10,New,Other Cities,MALE,unknown,17,17,21200.0
2020-11,Current,HCMC,FEMALE,18_to_22,19,19,12900.0
2020-11,Current,HCMC,FEMALE,23_to_27,40,40,32500.0
2020-11,Current,HCMC,FEMALE,28_to_32,19,19,19000.0
2020-11,Current,HCMC,FEMALE,33_to_37,35,35,46500.0
2020-11,Current,HCMC,FEMALE,>37,20,20,54600.0
2020-11,Current,HCMC,FEMALE,unknown,0,0,0.0
2020-11,Current,HCMC,MALE,18_to_22,28,28,33300.0
2020-11,Current,HCMC,MALE,23_to_27,48,48,65700.0
2020-11,Current,HCMC,MALE,28_to_32,32,32,41500.0
2020-11,Current,HCMC,MALE,33_to_37,40,40,79400.0
2020-11,Current,HCMC,MALE,>37,18,18,42000.0
2020-11,Current,HCMC,MALE,unknown,0,0,0.0
2020-11,Current,HN,FEMALE,18_to_22,10,10,3300.0
2020-11,Current,HN,FEMALE,23_to_27,5,5,23800.0
2020-11,Current,HN,FEMALE,28_to_32,7,7,3000.0
2020-11,Current,HN,FEMALE,33_to_37,4,4,5400.0
2020-11,Current,HN,FEMALE,>37,8,8,10500.0
2020-11,Current,HN,FEMALE,unknown,3,3,5900.0
2020-11,Current,HN,MALE,18_to_22,12,12,8800.0
2020-11,Current,HN,MALE,23_to_27,14,14,10700.0
2020-11,Current,HN,MALE,28_to_32,19,19,20400.0
2020-11,Current,HN,MALE,33_to_37,7,7,16800.0
2020-11,Current,HN,MALE,>37,8,8,13400.0
2020-11,Current,HN,MALE,unknown,8,8,10200.0
2020-11,Current,Other Cities,FEMALE,18_to_22,36,36,33900.0
2020-11,Current,Other Cities,FEMALE,23_to_27,61,61,54500.0
2020-11,Current,Other Cities,FEMALE,28_to_32,52,52,48500.0
2020-11,Current,Other Cities,FEMALE,33_to_37,23,23,31600.0
2020-11,Current,Other Cities,FEMALE,>37,25,25,27300.0
2020-11,Current,Other Cities,FEMALE,unknown,87,87,113900.0
2020-11,Current,Other Cities,MALE,18_to_22,53,54,45400.0
2020-11,Current,Other Cities,MALE,23_to_27,95,95,105400.0
2020-11,Current,Other Cities,MALE,28_to_32,107,107,120700.0
2020-11,Current,Other Cities,MALE,33_to_37,48,48,65100.0
2020-11,Current,Other Cities,MALE,>37,43,43,86200.0
2020-11,Current,Other Cities,MALE,unknown,90,90,176900.0
2020-11,New,HCMC,FEMALE,18_to_22,0,0,0.0
2020-11,New,HCMC,FEMALE,23_to_27,0,0,0.0
2020-11,New,HCMC,FEMALE,28_to_32,0,0,0.0
2020-11,New,HCMC,FEMALE,33_to_37,0,0,0.0
2020-11,New,HCMC,FEMALE,>37,0,0,0.0
2020-11,New,HCMC,FEMALE,unknown,0,0,0.0
2020-11,New,HCMC,MALE,18_to_22,0,0,0.0
2020-11,New,HCMC,MALE,23_to_27,0,0,0.0
2020-11,New,HCMC,MALE,28_to_32,0,0,0.0
2020-11,New,HCMC,MALE,33_to_37,3,3,2500.0
2020-11,New,HCMC,MALE,>37,0,0,0.0
2020-11,New,HCMC,MALE,unknown,0,0,0.0
2020-11,New,HN,FEMALE,18_to_22,0,0,0.0
2020-11,New,HN,FEMALE,23_to_27,0,0,0.0
2020-11,New,HN,FEMALE,28_to_32,0,0,0.0
2020-11,New,HN,FEMALE,33_to_37,1,1,200.0
2020-11,New,HN,FEMALE,>37,0,0,0.0
2020-11,New,HN,FEMALE,unknown,1,1,200.0
2020-11,New,HN,MALE,18_to_22,0,0,0.0
2020-11,New,HN,MALE,23_to_27,0,0,0.0
2020-11,New,HN,MALE,28_to_32,2,2,400.0
2020-11,New,HN,MALE,33_to_37,2,2,700.0
2020-11,New,HN,MALE,>37,0,0,0.0
2020-11,New,HN,MALE,unknown,2,2,5000.0
2020-11,New,Other Cities,FEMALE,18_to_22,1,1,200.0
2020-11,New,Other Cities,FEMALE,23_to_27,1,1,600.0
2020-11,New,Other Cities,FEMALE,28_to_32,5,5,1400.0
2020-11,New,Other Cities,FEMALE,33_to_37,1,1,400.0
2020-11,New,Other Cities,FEMALE,>37,2,2,1900.0
2020-11,New,Other Cities,FEMALE,unknown,26,26,15200.0
2020-11,New,Other Cities,MALE,18_to_22,5,5,3500.0
2020-11,New,Other Cities,MALE,23_to_27,5,5,3000.0
2020-11,New,Other Cities,MALE,28_to_32,6,6,3200.0
2020-11,New,Other Cities,MALE,33_to_37,1,1,1000.0
2020-11,New,Other Cities,MALE,>37,1,1,400.0
2020-11,New,Other Cities,MALE,unknown,25,25,30500.0
2020-12,Current,HCMC,FEMALE,18_to_22,18,19,26100.0
2020-12,Current,HCMC,FEMALE,23_to_27,34,34,47000.0
2020-12,Current,HCMC,FEMALE,28_to_32,36,38,69900.0
2020-12,Current,HCMC,FEMALE,33_to_37,59,61,95700.0
2020-12,Current,HCMC,FEMALE,>37,14,14,23700.0
2020-12,Current,HCMC,FEMALE,unknown,0,0,0.0
2020-12,Current,HCMC,MALE,18_to_22,23,24,32400.0
2020-12,Current,HCMC,MALE,23_to_27,49,49,69200.0
2020-12,Current,HCMC,MALE,28_to_32,41,41,66300.0
2020-12,Current,HCMC,MALE,33_to_37,56,56,83900.0
2020-12,Current,HCMC,MALE,>37,10,10,14200.0
2020-12,Current,HCMC,MALE,unknown,0,0,0.0
2020-12,Current,HN,FEMALE,18_to_22,8,8,3400.0
2020-12,Current,HN,FEMALE,23_to_27,13,13,58600.0
2020-12,Current,HN,FEMALE,28_to_32,7,7,4700.0
2020-12,Current,HN,FEMALE,33_to_37,7,7,4500.0
2020-12,Current,HN,FEMALE,>37,5,5,6800.0
2020-12,Current,HN,FEMALE,unknown,6,6,5600.0
2020-12,Current,HN,MALE,18_to_22,10,10,11200.0
2020-12,Current,HN,MALE,23_to_27,20,20,18500.0
2020-12,Current,HN,MALE,28_to_32,14,15,30400.0
2020-12,Current,HN,MALE,33_to_37,7,7,10500.0
2020-12,Current,HN,MALE,>37,9,10,17000.0
2020-12,Current,HN,MALE,unknown,10,10,12600.0
2020-12,Current,Other Cities,FEMALE,18_to_22,35,37,33600.0
2020-12,Current,Other Cities,FEMALE,23_to_27,63,65,76400.0
2020-12,Current,Other Cities,FEMALE,28_to_32,39,39,40900.0
2020-12,Current,Other Cities,FEMALE,33_to_37,29,30,39600.0
2020-12,Current,Other Cities,FEMALE,>37,33,33,30100.0
2020-12,Current,Other Cities,FEMALE,unknown,87,90,145800.0
2020-12,Current,Other Cities,MALE,18_to_22,55,55,58300.0
2020-12,Current,Other Cities,MALE,23_to_27,80,81,84300.0
2020-12,Current,Other Cities,MALE,28_to_32,88,88,103500.0
2020-12,Current,Other Cities,MALE,33_to_37,51,51,47500.0
2020-12,Current,Other Cities,MALE,>37,44,46,51100.0
2020-12,Current,Other Cities,MALE,unknown,98,99,135500.0
2020-12,New,HCMC,FEMALE,18_to_22,0,0,0.0
2020-12,New,HCMC,FEMALE,23_to_27,0,0,0.0
2020-12,New,HCMC,FEMALE,28_to_32,0,0,0.0
2020-12,New,HCMC,FEMALE,33_to_37,2,2,4400.0
2020-12,New,HCMC,FEMALE,>37,0,0,0.0
2020-12,New,HCMC,FEMALE,unknown,0,0,0.0
2020-12,New,HCMC,MALE,18_to_22,2,2,3000.0
2020-12,New,HCMC,MALE,23_to_27,2,2,3000.0
2020-12,New,HCMC,MALE,28_to_32,0,0,0.0
2020-12,New,HCMC,MALE,33_to_37,2,2,1200.0
2020-12,New,HCMC,MALE,>37,1,2,7000.0
2020-12,New,HCMC,MALE,unknown,0,0,0.0
2020-12,New,HN,FEMALE,18_to_22,1,1,400.0
2020-12,New,HN,FEMALE,23_to_27,0,0,0.0
2020-12,New,HN,FEMALE,28_to_32,0,0,0.0
2020-12,New,HN,FEMALE,33_to_37,0,0,0.0
2020-12,New,HN,FEMALE,>37,1,1,200.0
2020-12,New,HN,FEMALE,unknown,0,0,0.0
2020-12,New,HN,MALE,18_to_22,1,1,400.0
2020-12,New,HN,MALE,23_to_27,0,0,0.0
2020-12,New,HN,MALE,28_to_32,0,0,0.0
2020-12,New,HN,MALE,33_to_37,0,0,0.0
2020-12,New,HN,MALE,>37,0,0,0.0
2020-12,New,HN,MALE,unknown,1,1,400.0
2020-12,New,Other Cities,FEMALE,18_to_22,4,4,2800.0
2020-12,New,Other Cities,FEMALE,23_to_27,4,4,5100.0
2020-12,New,Other Cities,FEMALE,28_to_32,0,0,0.0
2020-12,New,Other Cities,FEMALE,33_to_37,1,1,600.0
2020-12,New,Other Cities,FEMALE,>37,4,4,1400.0
2020-12,New,Other Cities,FEMALE,unknown,18,18,23800.0
2020-12,New,Other Cities,MALE,18_to_22,1,1,400.0
2020-12,New,Other Cities,MALE,23_to_27,1,1,600.0
2020-12,New,Other Cities,MALE,28_to_32,1,1,800.0
2020-12,New,Other Cities,MALE,33_to_37,1,1,4000.0
2020-12,New,Other Cities,MALE,>37,3,3,1200.0
2020-12,New,Other Cities,MALE,unknown,25,25,18700.0
